,Date,00:00,00:30,01:00,01:30,02:00,02:30,03:00,03:30,04:00,04:30,05:00,05:30,06:00,06:30,07:00,07:30,08:00,08:30,09:00,09:30,10:00,10:30,11:00,11:30,12:00,12:30,13:00,13:30,14:00,14:30,15:00,15:30,16:00,16:30,17:00,17:30,18:00,18:30,19:00,19:30,20:00,20:30,21:00,21:30,22:00,22:30,23:00,23:30,total
0,2022-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.07,30.52,51.59,64.66,83.91,102.08,112.97,123.51,133.68,138.04,140.95,142.4,147.48,140.23,142.77,138.77,138.41,140.23,142.03,136.95,137.67,130.77,127.14,121.33,117.7,109.34,100.99,91.91,87.91,70.11,56.67,43.59,32.69,25.07,19.62,13.8,3558.59
1,2022-09-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.05,29.1,46.42,62.35,85.9,95.61,108.43,120.2,127.13,133.02,135.09,138.55,138.55,137.86,138.55,137.86,135.09,136.83,138.9,137.18,131.28,121.58,119.51,115.35,103.92,98.38,88.33,80.36,74.82,62.01,54.04,46.77,33.95,25.29,20.09,14.54,3391.89
2,2022-09-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.41,22.35,37.05,50.34,66.47,73.54,85.42,96.17,104.65,108.34,115.12,118.8,116.54,115.4,117.1,109.46,113.14,108.34,105.79,102.67,97.87,93.91,93.34,86.27,84.57,77.79,77.5,72.12,68.45,58.55,48.65,38.75,29.98,21.78,16.69,12.17,2761.47
3,2022-09-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.8,15.92,25.93,37.48,48.77,58.27,65.71,74.7,81.63,86.25,93.18,98.57,99.34,99.08,99.86,94.72,100.11,95.23,97.8,92.92,93.43,89.84,85.22,83.68,87.28,85.48,85.99,79.07,75.73,72.39,63.4,49.29,32.86,23.1,17.45,12.06,2513.53
4,2022-09-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.52,27.77,46.17,61.92,82.57,95.7,112.21,121.59,133.6,135.48,146.73,142.98,144.49,142.98,145.99,143.73,145.99,142.24,142.98,144.11,141.86,135.1,134.36,128.35,124.22,116.34,112.21,103.2,96.83,84.81,66.8,55.54,45.04,30.4,22.14,16.88,3689.85
5,2022-09-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.01,32.28,52.09,66.03,86.94,101.98,112.62,128.03,133.17,142.71,147.1,143.8,147.1,147.1,146.0,143.44,144.53,139.03,137.93,137.93,132.8,130.6,124.36,118.85,116.66,106.02,101.25,90.62,83.64,76.67,62.0,48.42,34.48,25.31,18.71,12.48,3594.7
6,2022-09-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.36,30.34,48.56,61.77,83.9,98.9,109.24,118.89,129.96,136.38,135.67,136.74,142.81,140.31,141.38,139.24,138.88,139.24,138.17,142.81,137.1,131.74,126.39,118.17,113.17,103.54,100.68,91.04,86.04,68.54,57.84,42.84,32.84,24.99,17.86,13.21,3499.57
7,2022-09-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.77,30.08,50.85,63.74,82.73,100.63,111.37,121.76,131.79,136.08,138.95,140.38,145.39,138.24,140.74,136.8,136.44,138.24,140.02,135.01,135.73,128.92,125.35,119.61,116.03,107.79,99.55,90.6,86.66,69.11,55.86,42.97,32.23,24.71,19.34,13.61,3508.1
8,2022-09-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.58,29.9,47.71,64.09,88.31,98.27,111.45,123.55,130.67,136.73,138.86,142.43,142.43,141.71,142.43,141.71,138.86,140.64,142.77,141.0,134.94,124.97,122.84,118.57,106.81,101.12,90.8,82.61,76.91,63.73,55.54,48.06,34.89,25.99,20.65,14.95,3486.47
9,2022-09-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.73,22.79,37.79,51.35,67.78,74.99,87.11,98.08,106.73,110.48,117.4,121.15,118.84,117.69,119.42,111.63,115.38,110.48,107.88,104.71,99.81,95.76,95.19,87.98,86.25,79.32,79.04,73.56,69.8,59.71,49.62,39.52,30.58,22.21,17.02,12.4,2816.16
